m_png_55_64_yrs, m_south_africa_25_44_yrs, m_italy_25_44_yrs, m_mauritius_0_4_yrs, m_philippines_25_44_yrs, m_south_africa_85_yrs_ov, m_myanmar_85_yrs_ov, m_png_85_yrs_ov, m_japan_65_74_yrs, m_korea_south_55_64_yrs, m_south_africa_tot, m_poland_0_4_yrs, m_nthern_ireland_65_74_yrs, m_singapore_75_84_yrs, m_mauritius_25_44_yrs, m_korea_south_45_54_yrs, m_italy_tot, m_lebanon_0_4_yrs, m_myanmar_55_64_yrs, m_nepal_55_64_yrs, m_ireland_25_44_yrs, m_nepal_0_4_yrs, m_south_africa_75_84_yrs, m_ireland_85_yrs_ov, m_new_zealand_65_74_yrs, m_new_zealand_45_54_yrs, m_png_tot, lga_code_2016, m_pakistan_0_4_yrs, m_scotland_15_24_yrs, m_scotland_85_yrs_ov, m_singapore_0_4_yrs, m_singapore_85_yrs_ov, m_malaysia_25_44_yrs, m_korea_south_0_4_yrs, m_lebanon_65_74_yrs, m_malaysia_15_24_yrs, m_singapore_45_54_yrs, m_japan_25_44_yrs, m_malta_0_4_yrs, m_netherlands_15_24_yrs, m_malaysia_65_74_yrs, m_philippines_75_84_yrs, m_pakistan_tot, m_mauritius_75_84_yrs, m_malaysia_55_64_yrs, m_new_zealand_0_4_yrs, m_nthern_ireland_15_24_yrs, m_nthern_ireland_5_14_yrs, m_mauritius_65_74_yrs, m_lebanon_15_24_yrs, m_scotland_65_74_yrs, m_new_zealand_85_yrs_ov, m_singapore_tot, m_singapore_55_64_yrs, m_malaysia_5_14_yrs, m_netherlands_75_84_yrs, m_nepal_5_14_yrs, m_mauritius_55_64_yrs, m_myanmar_tot, m_scotland_tot, m_japan_tot, m_nepal_75_84_yrs, m_netherlands_65_74_yrs, m_png_15_24_yrs, m_pakistan_65_74_yrs, m_poland_85_yrs_ov, m_japan_5_14_yrs, m_netherlands_45_54_yrs, m_poland_65_74_yrs, m_south_africa_5_14_yrs, m_lebanon_25_44_yrs, m_philippines_85_yrs_ov, m_malta_55_64_yrs, m_japan_55_64_yrs, m_italy_0_4_yrs, m_nthern_ireland_45_54_yrs, m_poland_tot, m_new_zealand_15_24_yrs, m_philippines_0_4_yrs, m_philippines_65_74_yrs, m_new_zealand_75_84_yrs, m_myanmar_45_54_yrs, m_new_zealand_tot, m_south_africa_15_24_yrs, m_japan_45_54_yrs, m_pakistan_25_44_yrs, m_lebanon_85_yrs_ov, m_pakistan_75_84_yrs, m_ireland_45_54_yrs, m_korea_south_tot, m_mauritius_5_14_yrs, m_png_5_14_yrs, m_south_africa_0_4_yrs, m_nepal_25_44_yrs, m_mauritius_tot, m_myanmar_65_74_yrs, m_poland_15_24_yrs, m_ireland_5_14_yrs, m_scotland_25_44_yrs, m_png_75_84_yrs, m_italy_65_74_yrs, m_malta_25_44_yrs, m_malaysia_tot, m_lebanon_tot, m_philippines_55_64_yrs, m_netherlands_85_yrs_ov, m_mauritius_85_yrs_ov, m_philippines_15_24_yrs, m_korea_south_85_yrs_ov, m_poland_55_64_yrs, m_singapore_65_74_yrs, m_poland_5_14_yrs, m_netherlands_tot, m_pakistan_15_24_yrs, m_philippines_45_54_yrs, m_japan_15_24_yrs, m_malaysia_0_4_yrs, m_nepal_65_74_yrs, m_lebanon_55_64_yrs, m_new_zealand_55_64_yrs, m_korea_south_65_74_yrs, m_mauritius_45_54_yrs, m_png_65_74_yrs, m_scotland_45_54_yrs, m_korea_south_5_14_yrs, m_italy_85_yrs_ov, m_italy_45_54_yrs, m_nthern_ireland_25_44_yrs, m_png_0_4_yrs, m_lebanon_75_84_yrs, m_italy_5_14_yrs, m_lebanon_45_54_yrs, m_ireland_tot, m_italy_15_24_yrs, m_lebanon_5_14_yrs, m_nepal_15_24_yrs, m_malaysia_45_54_yrs, m_ireland_75_84_yrs, m_nepal_85_yrs_ov, m_mauritius_15_24_yrs, m_italy_55_64_yrs, m_korea_south_75_84_yrs, m_ireland_0_4_yrs, m_netherlands_25_44_yrs, m_myanmar_5_14_yrs, m_nthern_ireland_0_4_yrs, m_poland_75_84_yrs, m_nthern_ireland_85_yrs_ov, m_south_africa_65_74_yrs, m_japan_75_84_yrs, m_netherlands_5_14_yrs, m_nepal_45_54_yrs, m_malta_75_84_yrs, m_scotland_55_64_yrs, m_malta_15_24_yrs, m_netherlands_55_64_yrs, m_malaysia_75_84_yrs, m_scotland_5_14_yrs, m_pakistan_5_14_yrs, m_nepal_tot, m_italy_75_84_yrs, m_scotland_0_4_yrs, m_ireland_55_64_yrs, m_malta_5_14_yrs, m_korea_south_25_44_yrs, m_philippines_5_14_yrs, m_singapore_25_44_yrs, m_nthern_ireland_55_64_yrs, m_pakistan_85_yrs_ov, m_malta_45_54_yrs, m_ireland_15_24_yrs, m_japan_0_4_yrs, m_singapore_5_14_yrs, m_south_africa_45_54_yrs, lga_name_2016, m_malta_65_74_yrs, m_singapore_15_24_yrs, m_myanmar_0_4_yrs, m_south_africa_55_64_yrs, m_malaysia_85_yrs_ov, m_netherlands_0_4_yrs, m_korea_south_15_24_yrs, m_poland_45_54_yrs, m_new_zealand_5_14_yrs, m_pakistan_45_54_yrs, m_png_45_54_yrs, m_poland_25_44_yrs, m_myanmar_15_24_yrs, m_new_zealand_25_44_yrs, m_nthern_ireland_75_84_yrs, m_pakistan_55_64_yrs, m_philippines_tot, m_nthern_ireland_tot, m_scotland_75_84_yrs, m_malta_tot, m_japan_85_yrs_ov, m_ireland_65_74_yrs, m_png_25_44_yrs, m_myanmar_75_84_yrs, m_myanmar_25_44_yrs, m_malta_85_yrs_ov
0,21,6,0,3,3,0,0,0,0,66,0,0,0,0,0,18,0,0,0,21,0,0,0,9,15,0,"52170",0,4,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,4,0,3,0,17,0,0,0,0,0,4,27,9,0,3,0,0,0,0,0,0,6,0,0,0,3,0,3,0,3,0,0,3,0,51,3,0,0,0,0,4,0,0,0,0,3,3,0,0,7,4,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,8,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,15,"Cottesloe (T)",0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,3,4,3,0,0,0,0,0,0,0
0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"52240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cranbrook (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"52310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuballing (S)",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,27,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,"52520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"Dalwallinu (S)",0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,51,0,0,0,0,0,0,0,0,0
0,4,3,0,0,0,0,0,0,0,10,0,4,0,0,0,4,0,0,0,0,0,0,0,15,13,0,"52590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dandaragan (S)",0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0
0,31,0,0,11,0,0,0,0,0,88,0,0,0,0,0,21,0,0,0,14,0,0,0,12,50,4,"52660",0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,9,0,0,0,0,6,0,8,0,0,7,0,0,3,33,4,0,10,0,0,0,0,8,3,12,0,0,0,0,0,0,7,29,0,0,0,0,258,15,0,3,0,0,3,19,0,0,0,0,5,0,0,3,9,0,4,0,9,3,0,0,0,5,0,0,0,0,27,0,3,0,0,0,0,53,0,0,0,3,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,7,0,3,0,0,0,0,10,0,0,0,13,10,3,0,0,0,4,0,0,16,"Dardanup (S)",0,3,0,9,0,0,6,0,22,0,0,0,0,80,0,0,30,4,9,0,0,0,3,0,0,0
0,5,0,0,0,0,0,0,0,0,35,0,0,0,0,0,7,0,0,0,3,0,3,0,13,17,0,"52730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,7,0,0,0,22,3,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,"Denmark (S)",0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,4,0,0,0,0
0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,3,5,4,"52800",0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Derby-West Kimberley (S)",0,0,0,3,0,0,0,0,7,0,0,0,0,23,0,0,17,0,0,3,0,0,5,0,0,0
0,4,3,0,3,0,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0,0,0,0,7,16,3,"52870",0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,18,3,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,65,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,11,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,7,0,0,3,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,7,0,0,0,3,4,0,0,0,0,0,0,0,4,"Donnybrook-Balingup (S)",0,0,0,3,0,0,0,0,3,0,0,0,0,17,0,0,5,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"52940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dowerin (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,3,0,18,0,0,0,0,0,16,0,0,0,0,0,27,0,0,0,9,0,0,0,10,20,0,"53570",0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,7,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,66,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,7,0,12,0,0,0,0,4,0,0,0,0,13,0,4,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,17,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,4,"Gingin (S)",3,0,0,7,0,0,3,0,0,0,0,0,0,16,0,0,44,4,5,3,0,3,0,0,0,0
0,3,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,"53640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"Gnowangerup (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,24,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,"54130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jerramungup (S)",0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"53010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dumbleyung (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"53080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dundas (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0
0,13,9,0,0,0,0,0,3,0,28,0,0,0,0,0,50,0,0,0,10,0,0,0,5,25,0,"53150",0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,5,0,0,5,0,0,0,45,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,89,3,0,0,0,0,12,3,0,0,0,0,0,0,0,3,8,0,11,0,12,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,30,0,0,0,6,0,6,6,0,0,0,0,0,31,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,6,0,0,0,0,7,0,5,0,0,0,3,20,0,3,0,3,0,0,5,0,0,0,0,0,7,"East Fremantle (T)",0,0,0,4,0,0,0,0,3,0,0,0,0,25,0,0,0,9,3,0,0,3,0,0,0,0
0,31,0,0,55,0,0,0,0,0,61,0,0,0,0,3,3,0,4,0,28,0,0,0,20,103,30,"53220",0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,9,3,0,0,0,0,6,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,3,0,0,0,536,7,0,0,0,0,5,8,0,10,0,0,0,0,0,0,15,0,0,0,28,3,4,0,0,11,0,0,0,0,4,0,22,0,0,0,0,87,0,0,0,16,0,0,0,3,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,8,8,0,0,0,0,4,0,0,16,"East Pilbara (S)",0,0,0,7,0,0,0,0,8,0,10,3,0,285,0,0,97,5,0,4,0,0,11,0,0,0
0,24,0,0,4,0,0,0,0,0,81,0,0,0,0,0,7,0,0,0,7,0,0,3,14,43,4,"53290",0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,38,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,0,0,5,0,201,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,3,0,4,0,0,0,0,21,0,3,0,0,0,0,44,0,0,0,8,0,0,3,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,16,"Esperance (S)",0,0,0,14,0,0,0,0,10,0,3,0,0,66,0,0,18,3,4,0,0,3,3,0,0,0
0,0,3,0,11,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,0,"53360",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Exmouth (S)",0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0
0,50,64,0,30,0,0,0,0,3,128,0,3,0,4,0,402,0,0,0,85,0,4,0,23,77,15,"53430",0,3,0,0,0,7,0,0,10,3,3,0,0,4,0,13,0,11,0,0,0,4,0,27,0,38,9,0,8,0,0,7,159,20,0,8,0,0,0,4,9,7,3,0,0,0,3,0,3,48,18,3,0,8,0,366,11,0,5,0,0,17,13,0,0,0,11,15,0,0,7,40,0,65,0,46,5,0,3,0,10,0,16,0,0,49,0,9,4,0,0,0,67,0,0,0,37,0,62,27,5,0,0,4,0,150,3,0,0,11,12,0,0,47,0,0,17,0,0,0,0,11,0,0,0,0,37,0,8,3,4,0,13,124,3,9,0,13,12,11,5,0,0,6,0,5,25,"Fremantle (C)",3,3,0,17,0,0,0,3,5,0,4,15,0,159,3,0,56,25,18,3,0,13,5,4,0,0
4,84,3,0,107,0,0,0,0,0,279,0,3,0,0,0,29,0,0,0,40,0,4,0,55,222,71,"54280",0,0,0,0,0,5,0,0,3,6,3,0,0,0,0,19,0,6,14,0,0,0,0,13,0,18,0,0,0,3,0,9,81,5,0,7,14,0,0,0,5,0,47,0,0,0,0,0,0,14,149,7,3,4,3,1268,48,0,14,0,0,8,15,0,17,4,4,3,0,3,4,25,0,8,0,24,3,17,0,0,48,0,0,0,4,18,0,51,0,0,0,0,186,0,0,0,18,0,0,3,13,0,0,0,0,73,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,21,0,0,0,5,3,7,3,0,13,0,11,48,6,0,0,0,4,0,0,70,"Kalgoorlie/Boulder (C)",0,0,0,20,0,0,0,0,145,3,15,4,0,490,0,0,278,15,3,0,0,3,26,0,3,0
3,73,0,0,112,0,0,0,0,0,155,0,0,0,6,0,6,0,0,0,54,0,0,0,18,111,10,"54310",0,5,0,0,0,16,0,0,0,6,3,0,0,0,0,18,0,0,5,0,0,0,0,0,0,13,0,7,0,0,0,3,62,3,0,3,0,0,0,0,9,0,19,0,0,0,0,0,3,7,48,4,0,0,3,624,20,0,15,0,0,5,6,0,0,0,13,3,0,0,0,22,0,0,0,22,0,11,0,0,40,0,0,0,0,12,0,49,0,0,0,0,115,0,0,0,25,0,0,0,0,0,0,0,0,72,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,3,0,13,0,0,4,0,6,46,10,3,0,0,5,0,0,33,"Karratha (C)",0,0,0,13,0,0,0,0,38,3,0,0,0,283,0,0,264,5,0,5,0,0,4,0,4,0
3,79,7,0,91,0,0,0,0,0,249,0,0,0,4,0,69,0,0,0,28,0,4,0,51,93,3,"53800",0,0,0,0,0,13,0,0,0,5,0,0,5,3,0,23,0,4,3,3,0,0,0,28,0,12,3,3,8,3,0,5,94,4,0,22,0,0,0,4,9,0,37,0,0,3,0,0,3,3,24,7,0,9,0,377,43,0,12,0,0,3,3,0,0,3,4,4,0,0,6,15,0,24,0,34,0,4,4,0,36,0,0,0,0,48,0,31,0,0,0,0,89,0,0,0,19,0,10,0,3,0,0,0,0,51,0,0,0,7,0,0,0,8,0,0,3,0,0,0,0,8,0,0,0,3,23,0,12,0,0,3,5,19,0,0,0,0,31,3,0,0,0,3,0,0,55,"Greater Geraldton (C)",5,0,0,28,0,0,0,0,13,4,0,0,0,98,3,0,204,17,15,9,0,3,0,0,5,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,"53920",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Halls Creek (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0
0,58,0,0,102,0,0,0,0,0,187,0,7,3,0,0,98,0,0,0,10,0,6,0,47,104,9,"53990",0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,5,4,3,0,3,0,17,0,18,0,4,3,0,0,6,67,3,0,28,0,0,0,3,3,0,30,0,0,0,0,0,3,4,58,8,0,19,3,537,30,0,0,0,0,10,16,0,0,0,0,3,0,0,5,9,0,32,0,16,0,6,4,0,25,0,3,5,0,59,0,17,0,0,0,0,76,0,0,0,22,3,11,3,3,0,0,0,0,46,0,0,0,3,0,0,0,8,0,0,6,0,0,0,0,8,0,0,0,0,18,0,11,0,0,0,0,36,0,8,0,14,32,7,5,0,0,3,0,3,38,"Harvey (S)",0,0,0,24,0,0,4,0,65,0,5,4,3,165,3,0,189,25,6,3,0,9,3,0,0,0
0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,9,7,0,"54060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,56,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Irwin (S)",0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0
